Entry	Reviewed	Entry Name	Protein names	Gene Names	Length	Gene Names (ordered locus)	Gene Names (primary)	Gene Names (ORF)	Proteomes
A0A1D8NJX7	unreviewed	A0A1D8NJX7_YARLL	Uncharacterized protein	B0I71DRAFT_132327 YALI1_E29894g	162			B0I71DRAFT_132327 YALI1_E29894g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NJX8	unreviewed	A0A1D8NJX8_YARLL	Uncharacterized protein	YALI1_E29959g	253			YALI1_E29959g	UP000182444: Chromosome 1e
A0A1D8NJX9	unreviewed	A0A1D8NJX9_YARLL	Uncharacterized protein	YALI1_E29776g	542			YALI1_E29776g	UP000182444: Chromosome 1e
A0A1D8NJY0	unreviewed	A0A1D8NJY0_YARLL	Uncharacterized protein	YALI1_E29792g	167			YALI1_E29792g	UP000182444: Chromosome 1e
A0A1D8NJY3	unreviewed	A0A1D8NJY3_YARLL	Uncharacterized protein	B0I71DRAFT_132314 YALI1_E29665g	626			B0I71DRAFT_132314 YALI1_E29665g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NJY9	unreviewed	A0A1D8NJY9_YARLL	N-terminal C2 in EEIG1 and EHBP1 proteins-domain-containing protein	B0I71DRAFT_132318 YALI1_E29719g	618			B0I71DRAFT_132318 YALI1_E29719g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NJZ1	unreviewed	A0A1D8NJZ1_YARLL	Uncharacterized protein	B0I71DRAFT_129843 YALI1_E30368g	688			B0I71DRAFT_129843 YALI1_E30368g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NJZ2	unreviewed	A0A1D8NJZ2_YARLL	Aspartic peptidase domain-containing protein	B0I71DRAFT_158028 YALI1_E30561g	393			B0I71DRAFT_158028 YALI1_E30561g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NJZ4	unreviewed	A0A1D8NJZ4_YARLL	Uncharacterized protein	YALI1_E29840g	682			YALI1_E29840g	UP000182444: Chromosome 1e
A0A1D8NJZ6	unreviewed	A0A1D8NJZ6_YARLL	DUF2423 domain-containing protein	B0I71DRAFT_165172 YALI1_E29939g	103			B0I71DRAFT_165172 YALI1_E29939g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK02	unreviewed	A0A1D8NK02_YARLL	Uncharacterized protein	YALI1_E30849g	147			YALI1_E30849g	UP000182444: Chromosome 1e
A0A1D8NK03	unreviewed	A0A1D8NK03_YARLL	Uncharacterized protein	YALI1_E30311g	154			YALI1_E30311g	UP000182444: Chromosome 1e
A0A1D8NK04	unreviewed	A0A1D8NK04_YARLL	RRM domain-containing protein	B0I71DRAFT_129866 YALI1_E30707g	303			B0I71DRAFT_129866 YALI1_E30707g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK11	unreviewed	A0A1D8NK11_YARLL	Uncharacterized protein	YALI1_E31050g	526			YALI1_E31050g	UP000182444: Chromosome 1e
A0A1D8NK12	unreviewed	A0A1D8NK12_YARLL	Uncharacterized protein	YALI1_E30074g	120			YALI1_E30074g	UP000182444: Chromosome 1e
A0A1D8NK20	unreviewed	A0A1D8NK20_YARLL	Galactosyl transferase GMA12/MNN10 family-domain-containing protein	B0I71DRAFT_129868 YALI1_E30725g	348			B0I71DRAFT_129868 YALI1_E30725g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK23	unreviewed	A0A1D8NK23_YARLL	Vps72/YL1 C-terminal domain-containing protein	B0I71DRAFT_116130 YALI1_E30479g	128			B0I71DRAFT_116130 YALI1_E30479g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK24	unreviewed	A0A1D8NK24_YARLL	Uncharacterized protein	YALI1_E31174g	81			YALI1_E31174g	UP000182444: Chromosome 1e
A0A1D8NK29	unreviewed	A0A1D8NK29_YARLL	Uncharacterized protein	YALI1_E31000g	163			YALI1_E31000g	UP000182444: Chromosome 1e
A0A1D8NK34	unreviewed	A0A1D8NK34_YARLL	Uncharacterized protein	YALI1_E31555g	93			YALI1_E31555g	UP000182444: Chromosome 1e
A0A1D8NK37	unreviewed	A0A1D8NK37_YARLL	Cnl2/NKP2 family protein-domain-containing protein	B0I71DRAFT_129908 YALI1_E31461g	161			B0I71DRAFT_129908 YALI1_E31461g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK38	unreviewed	A0A1D8NK38_YARLL	Cell wall protein	YALI1_E31005g	270			YALI1_E31005g	UP000182444: Chromosome 1e
A0A1D8NK40	unreviewed	A0A1D8NK40_YARLL	Uncharacterized protein	YALI1_E31540g	83			YALI1_E31540g	UP000182444: Chromosome 1e
A0A1D8NK42	unreviewed	A0A1D8NK42_YARLL	Cytidine deaminase-like protein	B0I71DRAFT_163895 YALI1_E31483g	357			B0I71DRAFT_163895 YALI1_E31483g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK45	unreviewed	A0A1D8NK45_YARLL	Choline/ethanolaminephosphotransferase 1	B0I71DRAFT_129911 YALI1_E31498g	443			B0I71DRAFT_129911 YALI1_E31498g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK47	unreviewed	A0A1D8NK47_YARLL	RPAP1-like protein	YALI1_E31724g	548			YALI1_E31724g	UP000182444: Chromosome 1e
A0A1D8NK48	unreviewed	A0A1D8NK48_YARLL	Aspartate kinase	B0I71DRAFT_129922 YALI1_E31679g	153			B0I71DRAFT_129922 YALI1_E31679g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK50	unreviewed	A0A1D8NK50_YARLL	Uncharacterized protein	YALI1_E31649g	111			YALI1_E31649g	UP000182444: Chromosome 1e
A0A1D8NK51	unreviewed	A0A1D8NK51_YARLL	Glucosidase 2 subunit beta	B0I71DRAFT_134933 YALI1_E31827g	428			B0I71DRAFT_134933 YALI1_E31827g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK60	unreviewed	A0A1D8NK60_YARLL	Exonuclease domain-containing protein	YALI1_E31891g	228			YALI1_E31891g	UP000182444: Chromosome 1e
A0A1D8NK61	unreviewed	A0A1D8NK61_YARLL	Uncharacterized protein	YALI1_E31529g	294			YALI1_E31529g	UP000182444: Chromosome 1e
A0A1D8NK62	unreviewed	A0A1D8NK62_YARLL	Histidine phosphatase superfamily	YALI1_E32077g	476			YALI1_E32077g	UP000182444: Chromosome 1e
A0A1D8NK64	unreviewed	A0A1D8NK64_YARLL	Acetyl-coenzyme A transporter 1	B0I71DRAFT_134927 YALI1_E31919g	547			B0I71DRAFT_134927 YALI1_E31919g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK65	unreviewed	A0A1D8NK65_YARLL	Major facilitator superfamily domain-containing protein	B0I71DRAFT_134914 YALI1_E32118g	560			B0I71DRAFT_134914 YALI1_E32118g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK67	unreviewed	A0A1D8NK67_YARLL	Major facilitator superfamily domain-containing protein	B0I71DRAFT_122688 YALI1_E32241g	509			B0I71DRAFT_122688 YALI1_E32241g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK71	unreviewed	A0A1D8NK71_YARLL	Uncharacterized protein	YALI1_E32247g	128			YALI1_E32247g	UP000182444: Chromosome 1e
A0A1D8NK73	unreviewed	A0A1D8NK73_YARLL	Tyrosine phosphatase family-domain-containing protein	B0I71DRAFT_128995 YALI1_E32357g	236			B0I71DRAFT_128995 YALI1_E32357g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK76	unreviewed	A0A1D8NK76_YARLL	Major facilitator superfamily domain-containing protein	YALI1_E32461g	554			YALI1_E32461g	UP000182444: Chromosome 1e
A0A1D8NK80	unreviewed	A0A1D8NK80_YARLL	J domain-containing protein	YALI1_E32489g	387			YALI1_E32489g	UP000182444: Chromosome 1e
A0A1D8NK81	unreviewed	A0A1D8NK81_YARLL	Major facilitator superfamily (MFS) profile domain-containing protein	YALI1_E32223g	341			YALI1_E32223g	UP000182444: Chromosome 1e
A0A1D8NK82	unreviewed	A0A1D8NK82_YARLL	Uncharacterized protein	YALI1_E32520g	821			YALI1_E32520g	UP000182444: Chromosome 1e
A0A1D8NK84	unreviewed	A0A1D8NK84_YARLL	Protein kinase domain-containing protein	YALI1_E32636g	749			YALI1_E32636g	UP000182444: Chromosome 1e
A0A1D8NK86	unreviewed	A0A1D8NK86_YARLL	B box-type domain-containing protein	B0I71DRAFT_19744 YALI1_E32693g	605			B0I71DRAFT_19744 YALI1_E32693g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK87	unreviewed	A0A1D8NK87_YARLL	NAD(P)-binding domain-containing protein	B0I71DRAFT_128972 YALI1_E32754g	269			B0I71DRAFT_128972 YALI1_E32754g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK89	unreviewed	A0A1D8NK89_YARLL	Uncharacterized protein	YALI1_E31805g	666			YALI1_E31805g	UP000182444: Chromosome 1e
A0A1D8NK90	unreviewed	A0A1D8NK90_YARLL	NADH:flavin oxidoreductase/NADH oxidase N-terminal domain-containing protein	B0I71DRAFT_128991 YALI1_E32423g	373			B0I71DRAFT_128991 YALI1_E32423g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK94	unreviewed	A0A1D8NK94_YARLL	F-box domain-containing protein	YALI1_E32792g	342			YALI1_E32792g	UP000182444: Chromosome 1e
A0A1D8NK96	unreviewed	A0A1D8NK96_YARLL	Permease family-domain-containing protein	B0I71DRAFT_128964 YALI1_E32868g	589			B0I71DRAFT_128964 YALI1_E32868g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NK98	unreviewed	A0A1D8NK98_YARLL	Uncharacterized protein	YALI1_E32931g	85			YALI1_E32931g	UP000182444: Chromosome 1e
A0A1D8NKA0	unreviewed	A0A1D8NKA0_YARLL	Secreted protein	YALI1_E32936g	84			YALI1_E32936g	UP000182444: Chromosome 1e
A0A1D8NKA3	unreviewed	A0A1D8NKA3_YARLL	Histidine phosphatase superfamily	B0I71DRAFT_134917 YALI1_E32054g	458			B0I71DRAFT_134917 YALI1_E32054g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKA4	unreviewed	A0A1D8NKA4_YARLL	Pre-mRNA processing factor 4 (PRP4)-like domain-containing protein	YALI1_E33268g	452			YALI1_E33268g	UP000182444: Chromosome 1e
A0A1D8NKA7	unreviewed	A0A1D8NKA7_YARLL	Uncharacterized protein	YALI1_E33094g	495			YALI1_E33094g	UP000182444: Chromosome 1e
A0A1D8NKA8	unreviewed	A0A1D8NKA8_YARLL	Uncharacterized protein	YALI1_E33072g	183			YALI1_E33072g	UP000182444: Chromosome 1e
A0A1D8NKA9	unreviewed	A0A1D8NKA9_YARLL	Uncharacterized protein	YALI1_E33278g	66			YALI1_E33278g	UP000182444: Chromosome 1e
A0A1D8NKB2	unreviewed	A0A1D8NKB2_YARLL	Peptidase A1 domain-containing protein	YALI1_E33112g	402			YALI1_E33112g	UP000182444: Chromosome 1e
A0A1D8NKB4	unreviewed	A0A1D8NKB4_YARLL	NADH-ubiquinone oxidoreductase complex I, 21 kDa subunit-domain-containing protein	B0I71DRAFT_128923 YALI1_E33570g	169			B0I71DRAFT_128923 YALI1_E33570g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKB5	unreviewed	A0A1D8NKB5_YARLL	Calcineurin-like phosphoesterase domain-containing protein	YALI1_E33599g	633			YALI1_E33599g	UP000182444: Chromosome 1e
A0A1D8NKB6	unreviewed	A0A1D8NKB6_YARLL	Uncharacterized protein	YALI1_E33337g	103			YALI1_E33337g	UP000182444: Chromosome 1e
A0A1D8NKB7	unreviewed	A0A1D8NKB7_YARLL	Uncharacterized protein	YALI1_E33459g	311			YALI1_E33459g	UP000182444: Chromosome 1e
A0A1D8NKB9	unreviewed	A0A1D8NKB9_YARLL	Mitochondrial carrier domain-containing protein	B0I71DRAFT_128936 YALI1_E33372g	290			B0I71DRAFT_128936 YALI1_E33372g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKC0	unreviewed	A0A1D8NKC0_YARLL	CRAL-TRIO domain-containing protein	YALI1_E33400g	456			YALI1_E33400g	UP000182444: Chromosome 1e
A0A1D8NKC5	unreviewed	A0A1D8NKC5_YARLL	Uncharacterized protein	B0I71DRAFT_128909 YALI1_E33888g	719			B0I71DRAFT_128909 YALI1_E33888g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKC6	unreviewed	A0A1D8NKC6_YARLL	CBS domain-containing protein	B0I71DRAFT_128985 YALI1_E32512g	146			B0I71DRAFT_128985 YALI1_E32512g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKC8	unreviewed	A0A1D8NKC8_YARLL	K Homology domain-containing protein	YALI1_E34156g	539			YALI1_E34156g	UP000182444: Chromosome 1e
A0A1D8NKC9	unreviewed	A0A1D8NKC9_YARLL	Uncharacterized protein	B0I71DRAFT_128916 YALI1_E33799g	223			B0I71DRAFT_128916 YALI1_E33799g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKD3	unreviewed	A0A1D8NKD3_YARLL	Uncharacterized protein	YALI1_E33777g	174			YALI1_E33777g	UP000182444: Chromosome 1e
A0A1D8NKD8	unreviewed	A0A1D8NKD8_YARLL	Uncharacterized protein	YALI1_E33943g	1581			YALI1_E33943g	UP000182444: Chromosome 1e
A0A1D8NKD9	unreviewed	A0A1D8NKD9_YARLL	Uncharacterized protein	YALI1_E34319g	264			YALI1_E34319g	UP000182444: Chromosome 1e
A0A1D8NKE0	unreviewed	A0A1D8NKE0_YARLL	UBX domain-containing protein	YALI1_E33829g	450			YALI1_E33829g	UP000182444: Chromosome 1e
A0A1D8NKE1	unreviewed	A0A1D8NKE1_YARLL	Uncharacterized protein	B0I71DRAFT_128901 YALI1_E34028g	126			B0I71DRAFT_128901 YALI1_E34028g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKE2	unreviewed	A0A1D8NKE2_YARLL	Polynucleotide kinase 3 phosphatase-domain-containing protein	YALI1_E34322g	333			YALI1_E34322g	UP000182444: Chromosome 1e
A0A1D8NKE5	unreviewed	A0A1D8NKE5_YARLL	Alpha/beta hydrolase fold-3 domain-containing protein	YALI1_E34015g	321			YALI1_E34015g	UP000182444: Chromosome 1e
A0A1D8NKE6	unreviewed	A0A1D8NKE6_YARLL	Uncharacterized protein	YALI1_E34100g	99			YALI1_E34100g	UP000182444: Chromosome 1e
A0A1D8NKF0	unreviewed	A0A1D8NKF0_YARLL	Transmembrane protein	B0I71DRAFT_38358 YALI1_E34288g	265			B0I71DRAFT_38358 YALI1_E34288g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKG1	unreviewed	A0A1D8NKG1_YARLL	60S ribosomal protein L9	B0I71DRAFT_132102 YALI1_E34344g	188			B0I71DRAFT_132102 YALI1_E34344g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKG4	unreviewed	A0A1D8NKG4_YARLL	Uncharacterized protein	YALI1_E33540g	720			YALI1_E33540g	UP000182444: Chromosome 1e
A0A1D8NKG8	unreviewed	A0A1D8NKG8_YARLL	Uncharacterized protein	YALI1_E34832g	142			YALI1_E34832g	UP000182444: Chromosome 1e
A0A1D8NKG9	unreviewed	A0A1D8NKG9_YARLL	Uncharacterized protein	YALI1_E34686g	356			YALI1_E34686g	UP000182444: Chromosome 1e
A0A1D8NKH6	unreviewed	A0A1D8NKH6_YARLL	Ubiquitin-conjugating enzyme	B0I71DRAFT_118958 YALI1_E35023g	139			B0I71DRAFT_118958 YALI1_E35023g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKH7	unreviewed	A0A1D8NKH7_YARLL	Ribosomal protein	YALI1_E34870g	82			YALI1_E34870g	UP000182444: Chromosome 1e
A0A1D8NKI0	unreviewed	A0A1D8NKI0_YARLL	Uncharacterized protein	YALI1_E34880g	98			YALI1_E34880g	UP000182444: Chromosome 1e
A0A1D8NKI1	unreviewed	A0A1D8NKI1_YARLL	Secreted protein	YALI1_E35109g	155			YALI1_E35109g	UP000182444: Chromosome 1e
A0A1D8NKI3	unreviewed	A0A1D8NKI3_YARLL	POT family-domain-containing protein	B0I71DRAFT_174949 YALI1_E35168g	624			B0I71DRAFT_174949 YALI1_E35168g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKI5	unreviewed	A0A1D8NKI5_YARLL	Secreted protein	YALI1_E35095g	100			YALI1_E35095g	UP000182444: Chromosome 1e
A0A1D8NKI7	unreviewed	A0A1D8NKI7_YARLL	AP complex subunit sigma	B0I71DRAFT_132056 YALI1_E35181g	189			B0I71DRAFT_132056 YALI1_E35181g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKJ0	unreviewed	A0A1D8NKJ0_YARLL	Uncharacterized protein	B0I71DRAFT_135902 YALI1_E35249g	128			B0I71DRAFT_135902 YALI1_E35249g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKJ1	unreviewed	A0A1D8NKJ1_YARLL	Armadillo-type protein	B0I71DRAFT_135907 YALI1_E35329g	950			B0I71DRAFT_135907 YALI1_E35329g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKJ3	unreviewed	A0A1D8NKJ3_YARLL	Beta-lactamase-like protein	B0I71DRAFT_124075 YALI1_E35384g	839			B0I71DRAFT_124075 YALI1_E35384g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKK1	unreviewed	A0A1D8NKK1_YARLL	Uncharacterized protein	B0I71DRAFT_135916 YALI1_E35417g	674			B0I71DRAFT_135916 YALI1_E35417g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKK2	unreviewed	A0A1D8NKK2_YARLL	DUF3020 domain-containing protein	B0I71DRAFT_127849 YALI1_E35734g	1318			B0I71DRAFT_127849 YALI1_E35734g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKK8	unreviewed	A0A1D8NKK8_YARLL	Uncharacterized protein	YALI1_E34826g	80			YALI1_E34826g	UP000182444: Chromosome 1e
A0A1D8NKL2	unreviewed	A0A1D8NKL2_YARLL	Uncharacterized protein	B0I71DRAFT_135920 YALI1_E35503g	577			B0I71DRAFT_135920 YALI1_E35503g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKL3	unreviewed	A0A1D8NKL3_YARLL	Biotin-protein ligase	B0I71DRAFT_127864 YALI1_E35955g	614			B0I71DRAFT_127864 YALI1_E35955g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKL4	unreviewed	A0A1D8NKL4_YARLL	BTB domain-containing protein	YALI1_E35831g	244			YALI1_E35831g	UP000182444: Chromosome 1e
A0A1D8NKL5	unreviewed	A0A1D8NKL5_YARLL	Uncharacterized protein	B0I71DRAFT_5352 YALI1_E35780g	182			B0I71DRAFT_5352 YALI1_E35780g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKL6	unreviewed	A0A1D8NKL6_YARLL	Uncharacterized protein	YALI1_E35012g	150			YALI1_E35012g	UP000182444: Chromosome 1e
A0A1D8NKL7	unreviewed	A0A1D8NKL7_YARLL	Small ribosomal subunit protein bS18m	YALI1_E35753g	228			YALI1_E35753g	UP000182444: Chromosome 1e
A0A1D8NKM1	unreviewed	A0A1D8NKM1_YARLL	60S ribosomal protein L36	B0I71DRAFT_127865 YALI1_E35963g	100			B0I71DRAFT_127865 YALI1_E35963g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKM2	unreviewed	A0A1D8NKM2_YARLL	Uncharacterized protein	B0I71DRAFT_127860 YALI1_E35870g	163			B0I71DRAFT_127860 YALI1_E35870g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKM3	unreviewed	A0A1D8NKM3_YARLL	SH3 domain-containing protein	B0I71DRAFT_135901 YALI1_E35221g	618			B0I71DRAFT_135901 YALI1_E35221g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKM4	unreviewed	A0A1D8NKM4_YARLL	PRKR-interacting protein 1	B0I71DRAFT_127869 YALI1_E35982g	194			B0I71DRAFT_127869 YALI1_E35982g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKM6	unreviewed	A0A1D8NKM6_YARLL	Uncharacterized protein	B0I71DRAFT_127878 YALI1_E36116g	209			B0I71DRAFT_127878 YALI1_E36116g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKM9	unreviewed	A0A1D8NKM9_YARLL	Uncharacterized protein	B0I71DRAFT_127873 YALI1_E36079g	259			B0I71DRAFT_127873 YALI1_E36079g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKN0	unreviewed	A0A1D8NKN0_YARLL	GPI-GlcNAc transferase complex, PIG-H component-domain-containing protein	B0I71DRAFT_135910 YALI1_E35388g	219			B0I71DRAFT_135910 YALI1_E35388g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKN1	unreviewed	A0A1D8NKN1_YARLL	Uncharacterized protein	YALI1_E36308g	2801			YALI1_E36308g	UP000182444: Chromosome 1e
A0A1D8NKN2	unreviewed	A0A1D8NKN2_YARLL	Uncharacterized protein	YALI1_E36179g	131			YALI1_E36179g	UP000182444: Chromosome 1e
A0A1D8NKN3	unreviewed	A0A1D8NKN3_YARLL	Uncharacterized protein	B0I71DRAFT_127844 YALI1_E35639g	285			B0I71DRAFT_127844 YALI1_E35639g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKN6	unreviewed	A0A1D8NKN6_YARLL	Peptidase C45 hydrolase domain-containing protein	YALI1_E36206g	422			YALI1_E36206g	UP000182444: Chromosome 1e
A0A1D8NKN7	unreviewed	A0A1D8NKN7_YARLL	Uncharacterized protein	YALI1_E36309g	76			YALI1_E36309g	UP000182444: Chromosome 1e
A0A1D8NKN9	unreviewed	A0A1D8NKN9_YARLL	Uncharacterized protein	YALI1_E36432g	167			YALI1_E36432g	UP000182444: Chromosome 1e
A0A1D8NKP3	unreviewed	A0A1D8NKP3_YARLL	Uncharacterized protein	B0I71DRAFT_127904 YALI1_E36641g	848			B0I71DRAFT_127904 YALI1_E36641g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKP4	unreviewed	A0A1D8NKP4_YARLL	Uncharacterized protein	B0I71DRAFT_5536 YALI1_E36692g	249			B0I71DRAFT_5536 YALI1_E36692g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKP6	unreviewed	A0A1D8NKP6_YARLL	Uncharacterized protein	YALI1_E36057g	516			YALI1_E36057g	UP000182444: Chromosome 1e
A0A1D8NKQ0	unreviewed	A0A1D8NKQ0_YARLL	25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein	B0I71DRAFT_135917 YALI1_E35440g	390			B0I71DRAFT_135917 YALI1_E35440g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKQ1	unreviewed	A0A1D8NKQ1_YARLL	Uncharacterized protein	YALI1_E36323g	67			YALI1_E36323g	UP000182444: Chromosome 1e
A0A1D8NKQ5	unreviewed	A0A1D8NKQ5_YARLL	Pirin N-terminal domain-containing protein	YALI1_E36913g	83			YALI1_E36913g	UP000182444: Chromosome 1e
A0A1D8NKQ7	unreviewed	A0A1D8NKQ7_YARLL	Uncharacterized protein	B0I71DRAFT_127909 YALI1_E36773g	186			B0I71DRAFT_127909 YALI1_E36773g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKR0	unreviewed	A0A1D8NKR0_YARLL	Uncharacterized protein	B0I71DRAFT_127848 YALI1_E35689g	185			B0I71DRAFT_127848 YALI1_E35689g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKR1	unreviewed	A0A1D8NKR1_YARLL	Uncharacterized protein	YALI1_E36409g	89			YALI1_E36409g	UP000182444: Chromosome 1e
A0A1D8NKR2	unreviewed	A0A1D8NKR2_YARLL	Uncharacterized protein	B0I71DRAFT_92940 YALI1_E36847g	337			B0I71DRAFT_92940 YALI1_E36847g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKR6	unreviewed	A0A1D8NKR6_YARLL	Uncharacterized protein	YALI1_E37142g	195			YALI1_E37142g	UP000182444: Chromosome 1e
A0A1D8NKR7	unreviewed	A0A1D8NKR7_YARLL	Secreted protein	B0I71DRAFT_5537 YALI1_E36682g	119			B0I71DRAFT_5537 YALI1_E36682g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKS0	unreviewed	A0A1D8NKS0_YARLL	Uncharacterized protein	YALI1_E37083g	66			YALI1_E37083g	UP000182444: Chromosome 1e
A0A1D8NKS1	unreviewed	A0A1D8NKS1_YARLL	Kinase-like domain-containing protein	B0I71DRAFT_127918 YALI1_E36900g	365			B0I71DRAFT_127918 YALI1_E36900g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKS2	unreviewed	A0A1D8NKS2_YARLL	Uncharacterized protein	YALI1_E37295g	137			YALI1_E37295g	UP000182444: Chromosome 1e
A0A1D8NKS4	unreviewed	A0A1D8NKS4_YARLL	Uncharacterized protein	YALI1_E37441g	143			YALI1_E37441g	UP000182444: Chromosome 1e
A0A1D8NKS6	unreviewed	A0A1D8NKS6_YARLL	U2 small nuclear ribonucleoprotein A'	YALI1_E35934g	230			YALI1_E35934g	UP000182444: Chromosome 1e
A0A1D8NKS7	unreviewed	A0A1D8NKS7_YARLL	WD40-repeat-containing domain protein	B0I71DRAFT_160566 YALI1_E37484g	537			B0I71DRAFT_160566 YALI1_E37484g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKT2	unreviewed	A0A1D8NKT2_YARLL	Uncharacterized protein	B0I71DRAFT_127876 YALI1_E36103g	151			B0I71DRAFT_127876 YALI1_E36103g	UP000182444: Chromosome 1e; UP000256601: Unassembled WGS sequence
A0A1D8NKT3	unreviewed	A0A1D8NKT3_YARLL	Uncharacterized protein	YALI1_E37033g	183			YALI1_E37033g	UP000182444: Chromosome 1e
A0A1D8NKT4	unreviewed	A0A1D8NKT4_YARLL	Calcineurin-like phosphoesterase domain-containing protein	YALI1_E37264g	631			YALI1_E37264g	UP000182444: Chromosome 1e
A0A1D8NKT8	unreviewed	A0A1D8NKT8_YARLL	PITH domain-domain-containing protein	YALI1_E37392g	324			YALI1_E37392g	UP000182444: Chromosome 1e
A0A1D8NKT9	unreviewed	A0A1D8NKT9_YARLL	GATA-type domain-containing protein	YALI1_E37574g	207			YALI1_E37574g	UP000182444: Chromosome 1e
A0A1D8NKU0	unreviewed	A0A1D8NKU0_YARLL	Uncharacterized protein	YALI1_E37687g	79			YALI1_E37687g	UP000182444: Chromosome 1e
