YALI0 locus ID,YALI1 Proteins
YALI0E01518g,YALI1_E02102p
YALI0E01540g,YALI1_E02121p
YALI0E01562g,YALI1_E02143p
YALI0E01584g,YALI1_E02162p
YALI0E01606g,YALI1_E02183p
YALI0E01628g,YALI1_E02203p
YALI0E01650g,YALI1_E02231p
YALI0E01672g,YALI1_E02239p
YALI0E01694g,YALI1_E02265p
YALI0E01716r,YALI1_E02276r
YALI0E01738g,YALI1_E02287p
YALI0E01760g,YALI1_E02290p
,YALI1_E02305p
YALI0E01782g,YALI1_E02317p
YALI0E01804g,YALI1_E02348p
YALI0E01826g,YALI1_E02355p
YALI0E01848g,YALI1_E02372p
YALI0E01870g,YALI1_E02377p
YALI0E01892g,YALI1_E02413p
YALI0E01914g,YALI1_E02415p
YALI0E01936g,YALI1_E02432p
YALI0E01958g,YALI1_E02438p
YALI0E01980g,YALI1_E02454p
YALI0E02002g,YALI1_E02468p
YALI0E02024g,YALI1_E02481p
,YALI1_E02525p
YALI0E02046g,YALI1_E02529p
YALI0E02068g,YALI1_E02574p
YALI0E02090g,YALI1_E02616p
YALI0E02112g,YALI1_E02626p
YALI0E02134g,YALI1_E02648p
YALI0E02156g,YALI1_E02678p
YALI0E02178g,YALI1_E02744p
YALI0E02200g,YALI1_E02767p
YALI0E02222g,YALI1_E02799p
YALI0E02244g,YALI1_E02832p
YALI0E02266g,YALI1_E02850p
YALI0E02288g,YALI1_E02885p
YALI0E02310g,YALI1_E02906p
YALI0E02332g,YALI1_E02948p
YALI0E02343g,YALI1_E02959p
YALI0E02354g,YALI1_E02966p
YALI0E02376g,YALI1_E02996p
YALI0E02398g,YALI1_E03039p
YALI0E02420g,YALI1_E03067p
YALI0E02442g,YALI1_E03088p
YALI0E02464r,YALI1_E03122r
YALI0E02508g,YALI1_E03150p
YALI0E02530g,YALI1_E03158p
YALI0E02552g,YALI1_E03163p
YALI0E02574g,YALI1_E03183p
YALI0E02596g,YALI1_E03185p
YALI0E02618g,YALI1_E03220p
YALI0E02640g,YALI1_E03243p
YALI0E02662g,YALI1_E03267p
YALI0E02684g,YALI1_E03300p
YALI0E02706g,YALI1_E03320p
YALI0E02728g,YALI1_E03387p
YALI0E02750g,YALI1_E03396p
YALI0E02772g,YALI1_E03416p
YALI0E02794g,YALI1_E03439p
YALI0E02816g,YALI1_E03449p
YALI0E02827g,YALI1_E03476p
YALI0E02838g,YALI1_E03507p
YALI0E02860g,YALI1_E03510p
YALI0E02882g,YALI1_E03527p
YALI0E02904g,YALI1_E03535p
YALI0E02926r,YALI1_E03549r
YALI0E02970r,YALI1_E03550r
YALI0E03014g,YALI1_E03553p
YALI0E03036g,YALI1_E03584p
YALI0E03058g,YALI1_E03623p
YALI0E03080g,YALI1_E03651p
,YALI1_E03669p
YALI0E03102g,YALI1_E03672p
YALI0E03124g,YALI1_E03723p
YALI0E03146g,YALI1_E03762p
YALI0E03168g,YALI1_E03789p
YALI0E03190g,YALI1_E03846p
YALI0E03212g,YALI1_E03870p
,YALI1_E03877p
YALI0E03234g,YALI1_E03904p
YALI0E03256g,YALI1_E03918p
YALI0E03278g,YALI1_E03941p
YALI0E03300g,YALI1_E03973p
YALI0E03322g,YALI1_E03999p
YALI0E03344g,YALI1_E04007p
YALI0E03366g,YALI1_E04023p
YALI0E03388g,YALI1_E04033p
YALI0E03410g,YALI1_E04060p
YALI0E03432g,YALI1_E04091p
,YALI1_E04107p
YALI0E03476g,YALI1_E04143p
YALI0E03498g,YALI1_E04177p
YALI0E03520g,YALI1_E04201p
YALI0E03542g,YALI1_E04229p
YALI0E03564g,YALI1_E04278p
YALI0E03586g,YALI1_E04312p
YALI0E03608g,YALI1_E04341p
,YALI1_E04349p
YALI0E03630g,YALI1_E04359p
YALI0E03652r,YALI1_E04393r
YALI0E03674g,YALI1_E04420p
YALI0E03696g,YALI1_E04437p
YALI0E03718g,YALI1_E04499p
YALI0E03740g,YALI1_E04531p
YALI0E03762g,YALI1_E04544p
YALI0E03784g,YALI1_E04575p
,YALI1_E04576p
YALI0E03806g,YALI1_E04590p
YALI0E03828g,YALI1_E04613p
YALI0E03850g,YALI1_E04629p
YALI0E03872g,YALI1_E04672p
YALI0E03894g,YALI1_E04688p
YALI0E03916g,YALI1_E04706p
YALI0E03938g,YALI1_E04719p
YALI0E03960g,YALI1_E04744p
YALI0E03982g,YALI1_E04790p
YALI0E04004g,YALI1_E04795p
YALI0E04026g,YALI1_E04807p
YALI0E04048g,YALI1_E04823p
YALI0E04070g,YALI1_E04845p
YALI0E04092g,YALI1_E04859p
YALI0E04114g,YALI1_E04909p
,YALI1_E04910p
YALI0E04136g,YALI1_E04968p
YALI0E04169g,YALI1_E05004p
YALI0E04202g,YALI1_E05074p
YALI0E04224g,YALI1_E05103p
YALI0E04246g,YALI1_E05119p
YALI0E04268g,YALI1_E05145p
YALI0E04290g,YALI1_E05158p
YALI0E04312g,YALI1_E05180p
YALI0E04334g,YALI1_E05261p
YALI0E04356g,YALI1_E05285p
YALI0E04378g,YALI1_E05309p
,YALI1_E05319p
YALI0E04400g,YALI1_E05329p
YALI0E04422g,YALI1_E05353p
YALI0E04444g,YALI1_E05390p
YALI0E04466g,YALI1_E05403p
YALI0E04488g,YALI1_E05416p
YALI0E04510g,YALI1_E05446p
YALI0E04532g,YALI1_E05489p
,YALI1_E05496p
YALI0E04554g,YALI1_E05538p
YALI0E04576g,YALI1_E05576p
YALI0E04598g,YALI1_E05584p
YALI0E04620g,YALI1_E05599p
YALI0E04642g,YALI1_E05602p
YALI0E04664g,YALI1_E05630p
YALI0E04675g,YALI1_E05645p
YALI0E04697g,YALI1_E05664p
YALI0E04719g,YALI1_E05668p
YALI0E04741g,YALI1_E05681p
YALI0E04763g,YALI1_E05701p
YALI0E04785g,YALI1_E05709p
YALI0E04807g,YALI1_E05731p
YALI0E04829g,YALI1_E05767p
YALI0E04851g,YALI1_E05779p
YALI0E04873g,YALI1_E05811p
YALI0E04895r,YALI1_E05813r
YALI0E04939g,YALI1_E05833p
YALI0E04961g,YALI1_E05854p
YALI0E04983g,YALI1_E05866p
YALI0E05005g,YALI1_E05907p
YALI0E05027g,YALI1_E05929p
YALI0E05049g,YALI1_E05963p
YALI0E05071g,YALI1_E05972p
YALI0E05093g,YALI1_E05975p
YALI0E05115g,YALI1_E05994p
YALI0E05137g,YALI1_E06015p
YALI0E05159g,YALI1_E06028p
YALI0E05181g,YALI1_E06031p
YALI0E05203g,YALI1_E06056p
,YALI1_E06065p
YALI0E05225g,YALI1_E06068p
YALI0E05247g,YALI1_E06109p
YALI0E05269g,YALI1_E06119p
YALI0E05291g,YALI1_E06137p
YALI0E05313g,YALI1_E06158p
YALI0E05335g,YALI1_E06178p
YALI0E05357g,YALI1_E06212p
YALI0E05379g,YALI1_E06220p
YALI0E05401g,YALI1_E06280p
YALI0E05423g,YALI1_E06317p
YALI0E05445g,YALI1_E06331p
YALI0E05467g,YALI1_E06355p
YALI0E05489g,YALI1_E06365p
YALI0E05511g,YALI1_E06406p
YALI0E05533g,YALI1_E06441p
,YALI1_E06468p
YALI0E05555g,YALI1_E06484p
YALI0E05577g,YALI1_E06535p
YALI0E05599g,YALI1_E06573p
YALI0E05621g,YALI1_E06583p
YALI0E05643g,YALI1_E06616p
,YALI1_E06628p
,YALI1_E06641p
,YALI1_E06655p
YALI0E05665g,YALI1_E06664p
,YALI1_E06676p
YALI0E05687g,YALI1_E06697p
YALI0E05709g,YALI1_E06712p
YALI0E05731g,YALI1_E06737p
YALI0E05753g,YALI1_E06759p
YALI0E05775g,YALI1_E06843p
YALI0E05797g,YALI1_E06882p
YALI0E05819g,YALI1_E06946p
YALI0E05841g,YALI1_E07019p
YALI0E05863g,YALI1_E07040p
YALI0E05885g,YALI1_E07065p
YALI0E05907g,YALI1_E07099p
YALI0E05929g,YALI1_E07121p
YALI0E05951g,YALI1_E07153p
YALI0E05973g,YALI1_E07178p
YALI0E05995g,YALI1_E07234p
,YALI1_E07259p
YALI0E06017g,YALI1_E07302p
YALI0E06039g,YALI1_E07306p
YALI0E06061g,YALI1_E07347p
,YALI1_E07354p
YALI0E06083g,YALI1_E07361p
YALI0E06105g,YALI1_E07409p
,YALI1_E07429p
YALI0E06127g,YALI1_E07440p
YALI0E06149g,YALI1_E07471p
YALI0E06171g,YALI1_E07479p
YALI0E06193g,YALI1_E07506p
YALI0E06215g,YALI1_E07508p
YALI0E06237g,YALI1_E07522p
YALI0E06259r,YALI1_E07524r
YALI0E06303r,YALI1_E07525r
YALI0E06347g,YALI1_E07535p
YALI0E06369g,YALI1_E07571p
YALI0E06391g,YALI1_E07578p
YALI0E06413g,YALI1_E07601p
YALI0E06435g,YALI1_E07657p
YALI0E06457g,YALI1_E07676p
YALI0E06479g,YALI1_E07744p
YALI0E06501g,YALI1_E07790p
YALI0E06519g,YALI1_E07818p
YALI0E06545g,YALI1_E07874p
YALI0E06567g,YALI1_E07899p
YALI0E06589g,YALI1_E07920p
YALI0E06611g,YALI1_E07950p
YALI0E06633g,YALI1_E07984p
YALI0E06655g,YALI1_E08021p
YALI0E06677g,YALI1_E08035p
YALI0E06699g,YALI1_E08043p
YALI0E06721g,YALI1_E08071p
YALI0E06743g,YALI1_E08104p
YALI0E06765g,YALI1_E08114p
YALI0E06787g,YALI1_E08157p
YALI0E06809g,YALI1_E08176p
YALI0E06831g,YALI1_E08198p
YALI0E06853g,YALI1_E08211p
YALI0E06875g,YALI1_E08228p
YALI0E06897g,YALI1_E08253p
YALI0E06919g,YALI1_E08271p
YALI0E06941g,YALI1_E08334p
YALI0E06963r,YALI1_E08341r
YALI0E07007r,YALI1_E08342r
YALI0E07051g,YALI1_E08351p
YALI0E07073g,YALI1_E08382p
YALI0E07095g,YALI1_E08440p
YALI0E07117g,YALI1_E08452p
YALI0E07139g,YALI1_E08472p
,YALI1_E08512p
YALI0E07161g,YALI1_E08530p
YALI0E07183g,YALI1_E08545p
YALI0E07205g,YALI1_E08575p
YALI0E07227r,YALI1_E08590r
YALI0E07271g,YALI1_E08620p
YALI0E07293g,YALI1_E08689p
YALI0E07315g,YALI1_E08709p
YALI0E07337g,YALI1_E08725p
,YALI1_E08733p
YALI0E07348r,YALI1_E08770r
YALI0E07359r,YALI1_E08771r
YALI0E07381g,YALI1_E08782p
YALI0E07403r,YALI1_E08786r
YALI0E07425g,YALI1_E08828p
YALI0E07447g,YALI1_E08853p
YALI0E07447g,YALI1_E08861p
YALI0E07491g,YALI1_E08900p
YALI0E07513g,YALI1_E08915p
YALI0E07535g,YALI1_E08937p
YALI0E07557g,YALI1_E08997p
YALI0E07579g,YALI1_E09051p
YALI0E07601g,YALI1_E09082p
YALI0E07623g,YALI1_E09128p
,YALI1_E09155p
YALI0E07645g,YALI1_E09190p
YALI0E07744g,YALI1_E09241p
,YALI1_E09269p
YALI0E07755r,YALI1_E09300r
YALI0E07766g,YALI1_E09329p
YALI0E07788g,YALI1_E09357p
,YALI1_E09381p
YALI0E07810g,YALI1_E09395p
YALI0E07832g,YALI1_E09438p
,YALI1_E09456p
,YALI1_E09501p
YALI0E07854r,YALI1_E09505r
,YALI1_E09522p
YALI0E07898g,YALI1_E09539p
YALI0E07920g,YALI1_E09568p
,YALI1_E09602p
YALI0E07942g,YALI1_E09615p
,YALI1_E09643p
YALI0E07964g,YALI1_E09652p
YALI0E07986g,YALI1_E09672p
YALI0E08008g,YALI1_E09705p
YALI0E08030g,YALI1_E09750p
YALI0E08052g,YALI1_E09769p
YALI0E08074g,YALI1_E09779p
YALI0E08085g,YALI1_E09817p
,YALI1_E09835p
YALI0E08096g,YALI1_E09884p
,YALI1_E09895p
YALI0E08107r,YALI1_E09903r
YALI0E08118r,YALI1_E09904r
YALI0E08162g,YALI1_E09924p
YALI0E08184g,YALI1_E09972p
YALI0E08206g,YALI1_E10013p
YALI0E08228g,YALI1_E10055p
YALI0E08250g,YALI1_E10067p
YALI0E08272r,YALI1_E10105r
YALI0E08316g,YALI1_E10134p
,YALI1_E10140p
,YALI1_E10148p
YALI0E08338g,YALI1_E10161p
YALI0E08360g,YALI1_E10210p
YALI0E08382g,YALI1_E10233p
YALI0E08387g,YALI1_E10242p
YALI0E08392g,YALI1_E10247p
YALI0E08404r,YALI1_E10256r
YALI0E08448g,YALI1_E10290p
YALI0E08470g,YALI1_E10295p
YALI0E08492g,YALI1_E10320p
,YALI1_E10339p
YALI0E08514g,YALI1_E10358p
YALI0E08536g,YALI1_E10364p
YALI0E08558g,YALI1_E10417p
YALI0E08580g,YALI1_E10443p
YALI0E08602g,YALI1_E10455p
YALI0E08617g,YALI1_E10492p
YALI0E08646g,YALI1_E10500p
YALI0E08668r,YALI1_E10524r
YALI0E08712r,YALI1_E10533r
YALI0E08756g,YALI1_E10587p
,YALI1_E10662p
YALI0E08778r,YALI1_E10702r
YALI0E08822g,YALI1_E10712p
YALI0E08844g,YALI1_E10755p
YALI0E08866g,YALI1_E10811p
YALI0E08888g,YALI1_E10836p
YALI0E08910g,YALI1_E10852p
YALI0E08932g,YALI1_E10899p
YALI0E08954g,YALI1_E10934p
YALI0E08969g,YALI1_E10951p
YALI0E09012g,YALI1_E11048p
YALI0E09015g,YALI1_E11083p
YALI0E09020g,YALI1_E11136p
YALI0E09042g,YALI1_E11154p
YALI0E09064g,YALI1_E11181p
YALI0E09086g,YALI1_E11215p
,YALI1_E11217p
YALI0E09108g,YALI1_E11255p
,YALI1_E11272p
YALI0E09130g,YALI1_E11289p
YALI0E09152g,YALI1_E11309p
YALI0E09174g,YALI1_E11323p
YALI0E09196g,YALI1_E11341p
YALI0E09218g,YALI1_E11351p
YALI0E09240g,YALI1_E11370p
YALI0E09262g,YALI1_E11402p
YALI0E09276g,YALI1_E11415p
YALI0E09284g,YALI1_E11441p
,YALI1_E11483p
,YALI1_E11485p
,YALI1_E11491p
,YALI1_E11497p
YALI0E09306g,YALI1_E11510p
,YALI1_E11529p
,YALI1_E11565p
YALI0E09405g,YALI1_E11587p
YALI0E09427g,YALI1_E11619p
YALI0E09449g,YALI1_E11630p
YALI0E09471g,YALI1_E11674p
YALI0E09493g,YALI1_E11768p
,YALI1_E11770p
YALI0E09515g,YALI1_E11798p
,YALI1_E11807p
YALI0E09559g,YALI1_E11835p
YALI0E09581g,YALI1_E11875p
YALI0E09603g,YALI1_E11943p
YALI0E09647g,YALI1_E11969p
,YALI1_E11976p
,YALI1_E12013p
YALI0E09669g,YALI1_E12019p
,YALI1_E12027p
YALI0E09691g,YALI1_E12067p
YALI0E09713g,YALI1_E12083p
YALI0E09735g,YALI1_E12086p
YALI0E09757g,YALI1_E12103p
,YALI1_E12113p
YALI0E09779g,YALI1_E12159p
,YALI1_E12183p
,YALI1_E12186p
YALI0E09801g,YALI1_E12206p
,YALI1_E12211p
YALI0E09823g,YALI1_E12223p
YALI0E09845g,YALI1_E12244p
YALI0E09867g,YALI1_E12295p
YALI0E09889g,YALI1_E12402p
,YALI1_E12421p
YALI0E09911g,YALI1_E12454p
YALI0E09933g,YALI1_E12482p
YALI0E09955g,YALI1_E12496p
YALI0E09977g,YALI1_E12541p
YALI0E09999g,YALI1_E12561p
YALI0E10021g,YALI1_E12587p
YALI0E10043g,YALI1_E12614p
YALI0E10065g,YALI1_E12643p
YALI0E10087g,YALI1_E12668p
YALI0E10109g,YALI1_E12703p
YALI0E10131g,YALI1_E12711p
YALI0E10144g,YALI1_E12730p
YALI0E10153g,YALI1_E12747p
,YALI1_E12780p
,YALI1_E12784p
,YALI1_E12790p
YALI0E10175g,YALI1_E12793p
YALI0E10197g,YALI1_E12847p
,YALI1_E12873p
YALI0E10219g,YALI1_E12893p
YALI0E10241g,YALI1_E12919p
YALI0E10263g,YALI1_E12952p
YALI0E10285g,YALI1_E12962p
YALI0E10307g,YALI1_E12987p
YALI0E10329g,YALI1_E13011p
YALI0E10351g,YALI1_E13034p
YALI0E10373g,YALI1_E13082p
,YALI1_E13097p
YALI0E10395g,YALI1_E13132p
,YALI1_E13150t
,YALI1_E13173t
YALI0E10417g,YALI1_E13223p
YALI0E10439g,YALI1_E13280p
YALI0E10461g,YALI1_E13287p
YALI0E10483g,YALI1_E13329p
YALI0E10505g,YALI1_E13359p
YALI0E10505g,YALI1_E13360p
YALI0E10527g,YALI1_E13402p
YALI0E10549g,YALI1_E13428p
,YALI1_E13453p
YALI0E10571g,YALI1_E13472p
YALI0E10593g,YALI1_E13495p
YALI0E10615g,YALI1_E13509p
YALI0E10637g,YALI1_E13514p
YALI0E10659g,YALI1_E13541p
YALI0E10681g,YALI1_E13579p
YALI0E10725g,YALI1_E13611p
,YALI1_E13627p
YALI0E10747g,YALI1_E13637p
YALI0E10769g,YALI1_E13677p
YALI0E10791g,YALI1_E13683p
YALI0E10813g,YALI1_E13708p
YALI0E10835g,YALI1_E13718p
YALI0E10857g,YALI1_E13727p
YALI0E10879g,YALI1_E13755p
YALI0E10901g,YALI1_E13765p
YALI0E10923g,YALI1_E13787p
YALI0E10945r,YALI1_E13790r
YALI0E10967r,YALI1_E13793r
YALI0E10989g,YALI1_E13808p
YALI0E11011g,YALI1_E13818p
YALI0E11033g,YALI1_E13823p
YALI0E11055g,YALI1_E13829p
YALI0E11077g,YALI1_E13848p
,YALI1_E13863p
YALI0E11099g,YALI1_E13899p
YALI0E11121g,YALI1_E13926p
YALI0E11143g,YALI1_E13963p
YALI0E11165g,YALI1_E14003p
YALI0E11187g,YALI1_E14013p
YALI0E11209g,YALI1_E14028p
YALI0E11231r,YALI1_E14045r
YALI0E11275r,YALI1_E14046r
YALI0E11319g,YALI1_E14068p
YALI0E11330g,YALI1_E14080p
,YALI1_E14089p
YALI0E11341g,YALI1_E14118p
YALI0E11355g,YALI1_E14125p
YALI0E11363g,YALI1_E14132p
YALI0E11385g,YALI1_E14153p
YALI0E11407g,YALI1_E14164p
,YALI1_E14189p
YALI0E11429g,YALI1_E14201p
YALI0E11451g,YALI1_E14234p
YALI0E11473g,YALI1_E14274p
YALI0E11495g,YALI1_E14316p
YALI0E11506r,YALI1_E14341r
YALI0E11517g,YALI1_E14350p
,YALI1_E14353p
YALI0E11539g,YALI1_E14385p
YALI0E11561g,YALI1_E14427p
YALI0E11583g,YALI1_E14451p
YALI0E11605g,YALI1_E14469p
YALI0E11627g,YALI1_E14489p
YALI0E11649g,YALI1_E14497p
YALI0E11671g,YALI1_E14505p
YALI0E11693g,YALI1_E14535p
YALI0E11715g,YALI1_E14555p
YALI0E11737g,YALI1_E14561p
YALI0E11759r,YALI1_E14572r
YALI0E11803g,YALI1_E14584p
YALI0E11825g,YALI1_E14604p
YALI0E11847g,YALI1_E14619p
YALI0E11869g,YALI1_E14644p
YALI0E11891g,YALI1_E14698p
YALI0E11913g,YALI1_E14709p
YALI0E11935g,YALI1_E14733p
YALI0E11957g,YALI1_E14749p
YALI0E11979g,YALI1_E14762p
YALI0E12001g,YALI1_E14805p
YALI0E12023g,YALI1_E14824p
YALI0E12045g,YALI1_E14856p
YALI0E12067g,YALI1_E14889p
YALI0E12081g,YALI1_E14910p
YALI0E12089g,YALI1_E14925p
YALI0E12111g,YALI1_E14967p
YALI0E12133g,YALI1_E14988p
YALI0E12155g,YALI1_E15015p
YALI0E12177g,YALI1_E15074p
YALI0E12199g,YALI1_E15086p
YALI0E12199g,YALI1_E15093p
YALI0E12221g,YALI1_E15115p
YALI0E12243g,YALI1_E15144p
YALI0E12265r,YALI1_E15182r
YALI0E12276g,YALI1_E15197p
YALI0E12287g,YALI1_E15211p
YALI0E12309g,YALI1_E15229p
YALI0E12331g,YALI1_E15256p
YALI0E12353g,YALI1_E15274p
YALI0E12375g,YALI1_E15318p
YALI0E12397g,YALI1_E15321p
YALI0E12419g,YALI1_E15398p
,YALI1_E15421p
YALI0E12441g,YALI1_E15432p
YALI0E12463g,YALI1_E15452p
YALI0E12485g,YALI1_E15469p
YALI0E12507g,YALI1_E15492p
YALI0E12529g,YALI1_E15502p
YALI0E12551g,YALI1_E15521p
YALI0E12573g,YALI1_E15555p
YALI0E12595g,YALI1_E15559p
YALI0E12617g,YALI1_E15583p
YALI0E12628g,YALI1_E15606p
YALI0E12639g,YALI1_E15625p
YALI0E12661g,YALI1_E15629p
YALI0E12683g,YALI1_E15659p
YALI0E12705g,YALI1_E15718p
YALI0E12727g,YALI1_E15758p
YALI0E12749r,YALI1_E15770r
YALI0E12793r,YALI1_E15771r
YALI0E12815r,YALI1_E15772r
,YALI1_E15774p
YALI0E12837g,YALI1_E15804p
YALI0E12859g,YALI1_E15835p
YALI0E12881g,YALI1_E15843p
YALI0E12903r,YALI1_E15852r
YALI0E12947g,YALI1_E15865p
YALI0E12969g,YALI1_E15889p
YALI0E12991g,YALI1_E15939p
YALI0E13035g,YALI1_E15991p
YALI0E13057g,YALI1_E16002p
YALI0E13079g,YALI1_E16023p
YALI0E13101g,YALI1_E16026p
YALI0E13123g,YALI1_E16068p
YALI0E13145g,YALI1_E16076p
YALI0E13167g,YALI1_E16097p
YALI0E13189g,YALI1_E16121p
YALI0E13211g,YALI1_E16164p
YALI0E13233g,YALI1_E16174p
,YALI1_E16194p
YALI0E13255g,YALI1_E16202p
,YALI1_E16230p
,YALI1_E16249p
YALI0E13277g,YALI1_E16255p
YALI0E13299g,YALI1_E16300p
YALI0E13321g,YALI1_E16305p
YALI0E13343g,YALI1_E16325p
YALI0E13420g,YALI1_E16359p
YALI0E13442g,YALI1_E16390p
YALI0E13464g,YALI1_E16433p
YALI0E13486g,YALI1_E16451p
YALI0E13508g,YALI1_E16493p
YALI0E13530g,YALI1_E16501p
YALI0E13552g,YALI1_E16531p
,YALI1_E16544p
YALI0E13574g,YALI1_E16556p
YALI0E13596g,YALI1_E16597p
YALI0E13596g,YALI1_E16608p
,YALI1_E16609p
YALI0E13618g,YALI1_E16649p
YALI0E13640g,YALI1_E16675p
YALI0E13662g,YALI1_E16694p
YALI0E13684g,YALI1_E16701p
YALI0E13706g,YALI1_E16731p
YALI0E13728g,YALI1_E16750p
YALI0E13750g,YALI1_E16773p
YALI0E13794g,YALI1_E16820p
,YALI1_E16841p
YALI0E13816r,YALI1_E16850r
YALI0E13860g,YALI1_E16854p
YALI0E13882g,YALI1_E16900p
YALI0E13904g,YALI1_E16919p
YALI0E13926g,YALI1_E16950p
,YALI1_E16956p
,YALI1_E16968p
YALI0E13948g,YALI1_E16974p
YALI0E13948g,YALI1_E16982p
YALI0E13970g,YALI1_E17014p
YALI0E13992g,YALI1_E17037p
YALI0E14014g,YALI1_E17065p
YALI0E14036g,YALI1_E17069p
YALI0E14058g,YALI1_E17100p
YALI0E14080g,YALI1_E17141p
YALI0E14102g,YALI1_E17162p
YALI0E14124g,YALI1_E17171p
YALI0E14146g,YALI1_E17184p
YALI0E14168g,YALI1_E17201p
YALI0E14190g,YALI1_E17214p
YALI0E14212g,YALI1_E17243p
YALI0E14234g,YALI1_E17258p
YALI0E14245r,YALI1_E17311r
YALI0E14256g,YALI1_E17326p
YALI0E14278r,YALI1_E17343r
YALI0E14322g,YALI1_E17355p
YALI0E14344g,YALI1_E17377p
YALI0E14366g,YALI1_E17389p
YALI0E14421r,YALI1_E17415r
YALI0E14443g,YALI1_E17431p
YALI0E14465g,YALI1_E17466p
YALI0E14487g,YALI1_E17484p
YALI0E14509g,YALI1_E17508p
,YALI1_E17523r
YALI0E14531r,YALI1_E17524r
YALI0E14575g,YALI1_E17527p
YALI0E14597g,YALI1_E17574p
YALI0E14619g,YALI1_E17583p
YALI0E14641g,YALI1_E17594p
YALI0E14663g,YALI1_E17613p
YALI0E14685g,YALI1_E17616p
YALI0E14707g,YALI1_E17643p
YALI0E14729g,YALI1_E17699p
YALI0E14751g,YALI1_E17754p
YALI0E14773g,YALI1_E17760p
,YALI1_E17773p
YALI0E14795g,YALI1_E17786p
YALI0E14817g,YALI1_E17811p
,YALI1_E17815p
YALI0E14839g,YALI1_E17829p
,YALI1_E17849p
YALI0E14861r,YALI1_E17882r
,YALI1_E17889p
YALI0E14883r,YALI1_E17896r
YALI0E14927g,YALI1_E17920p
YALI0E14949g,YALI1_E17935p
,YALI1_E17973p
YALI0E14971g,YALI1_E17988p
YALI0E15015g,YALI1_E18025p
YALI0E15037g,YALI1_E18081p
YALI0E15059g,YALI1_E18095p
YALI0E15081g,YALI1_E18121p
YALI0E15103g,YALI1_E18143p
,YALI1_E18148p
YALI0E15125g,YALI1_E18171p
YALI0E15136g,YALI1_E18184p
YALI0E15147g,YALI1_E18212p
YALI0E15180g,YALI1_E18242p
YALI0E15202g,YALI1_E18258p
YALI0E15224g,YALI1_E18269p
YALI0E15246g,YALI1_E18281p
YALI0E15268g,YALI1_E18291p
YALI0E15290g,YALI1_E18303p
YALI0E15312g,YALI1_E18326p
YALI0E15334g,YALI1_E18378p
YALI0E15356g,YALI1_E18411p
YALI0E15378g,YALI1_E18441p
YALI0E15400g,YALI1_E18480p
,YALI1_E18485p
YALI0E15444s,YALI1_E18502p
YALI0E15466g,YALI1_E18514p
YALI0E15488g,YALI1_E18539p
YALI0E15510g,YALI1_E18622p
YALI0E15532g,YALI1_E18713p
YALI0E15554g,YALI1_E18720p
YALI0E15576g,YALI1_E18749p
YALI0E15598g,YALI1_E18802p
YALI0E15620g,YALI1_E18843p
YALI0E15642g,YALI1_E18854p
YALI0E15664g,YALI1_E18895p
YALI0E15686g,YALI1_E18903p
,YALI1_E18918p
YALI0E15708g,YALI1_E18927p
YALI0E15730g,YALI1_E18961p
YALI0E15752g,YALI1_E18981p
YALI0E15774t,YALI1_E18984t
YALI0E15796g,YALI1_E18990p
YALI0E15818g,YALI1_E19014p
YALI0E15840g,YALI1_E19036p
YALI0E15862g,YALI1_E19060p
,YALI1_E19070p
YALI0E15884g,YALI1_E19082p
YALI0E15906g,YALI1_E19098p
YALI0E15928g,YALI1_E19105p
YALI0E15950r,YALI1_E19124r
YALI0E15994g,YALI1_E19138p
YALI0E16016g,YALI1_E19172p
YALI0E16038g,YALI1_E19201p
YALI0E16060g,YALI1_E19263p
YALI0E16082r,YALI1_E19292r
YALI0E16126g,YALI1_E19314p
YALI0E16148g,YALI1_E19316p
,YALI1_E19327p
YALI0E16170g,YALI1_E19337p
YALI0E16192g,YALI1_E19360p
YALI0E16214g,YALI1_E19371p
YALI0E16236g,YALI1_E19403p
,YALI1_E19415p
YALI0E16258g,YALI1_E19458p
YALI0E16280g,YALI1_E19483p
,YALI1_E19488p
YALI0E16294g,YALI1_E19494p
YALI0E16324g,YALI1_E19508p
YALI0E16346g,YALI1_E19557p
,YALI1_E19563p
YALI0E16368g,YALI1_E19603p
YALI0E16390g,YALI1_E19620p
YALI0E16412g,YALI1_E19625p
YALI0E16434g,YALI1_E19647p
YALI0E16456g,YALI1_E19669p
YALI0E16478g,YALI1_E19682p
YALI0E16500g,YALI1_E19696p
YALI0E16533g,YALI1_E19714p
,YALI1_E19723p
YALI0E16555g,YALI1_E19736p
,YALI1_E19754p
YALI0E16577g,YALI1_E19757p
,YALI1_E19772p
,YALI1_E19783p
YALI0E16599g,YALI1_E19795p
YALI0E16621g,YALI1_E19826p
,YALI1_E19845p
YALI0E16643g,YALI1_E19852p
YALI0E16665g,YALI1_E19871p
YALI0E16687g,YALI1_E19883p
YALI0E16709g,YALI1_E19902p
,YALI1_E19916p
YALI0E16753g,YALI1_E19958p
YALI0E16775g,YALI1_E20016p
,YALI1_E20029p
YALI0E16797g,YALI1_E20049p
YALI0E16819g,YALI1_E20070p
YALI0E16841g,YALI1_E20099p
YALI0E16863g,YALI1_E20125p
YALI0E16885g,YALI1_E20142p
YALI0E16907g,YALI1_E20159p
YALI0E16929g,YALI1_E20192p
YALI0E16951g,YALI1_E20215p
YALI0E16973g,YALI1_E20229p
YALI0E16995g,YALI1_E20269p
